,ID,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
43959,tt6742860,Revathy: The Virgin Soul,2017,-,7.1,8,"Short, Drama            ",malayalam
43972,tt0355634,Kalyanji Anandji,1995,-,5.0,40,Comedy            ,malayalam
43976,tt0318042,Sankharsham,1981,133 min,-,-,-,malayalam
43990,tt0353939,Rathi Bhaavam,1989,-,-,-,-,malayalam
43992,tt7169136,Matchbox,I 2017,136 min,5.5,131,"Comedy, Romance            ",malayalam
43997,tt0255410,N.G.O,1967,-,-,-,-,malayalam
44007,tt0246046,Love in Singapore,I 1980,141 min,6.1,20,"Action, Drama, Romance            ",malayalam
44018,tt2674366,The Matchbox,2012,30 min,-,-,"Short, Mystery            ",malayalam
44027,tt6568896,Basheerinte Premalekhanam,2017,130 min,5.8,42,"Drama, Romance            ",malayalam
44037,tt7068508,Ithalukalkappuram,2017,14 min,7.2,12,"Short, Romance            ",malayalam
44042,tt0343040,Sudhinam,1994,120 min,4.6,15,-,malayalam
44050,tt0352831,Shankanaatham,1988,-,-,-,-,malayalam
44084,tt0332152,Itha Oru Theeram,1979,-,-,-,-,malayalam
44085,tt8302378,Kottayam kurbana,2018,-,-,-,Drama            ,malayalam
44092,tt0258294,Vivaham Swargathil,1970,-,-,-,-,malayalam
44098,tt4065418,Jeevan Mashai,2001,99 min,-,-,Drama            ,malayalam
44099,tt1105726,Flash,I 2007,-,3.2,192,"Drama, Mystery, Thriller            ",malayalam
44106,-,Varavu,2021,-,-,-,-,malayalam
44117,tt7794266,Vayanashala Junction,2018,-,-,-,-,malayalam
44123,tt4602688,The Lighter,2015,26 min,6.4,7,"Short, Action, Crime            ",malayalam
44139,tt0155792,Kalli Chellama,1969,-,5.6,13,-,malayalam
44147,tt0267752,Mishiha Charithram,1978,-,-,-,-,malayalam
44152,tt0343751,Guha,1981,-,-,-,-,malayalam
44159,tt0867332,Janmam,2007,-,4.9,8,"Action, Drama            ",malayalam
44166,tt0246912,Saraswathi,1970,-,-,-,-,malayalam
44183,tt6301436,Nine/10,2017,20 min,8.4,18,"Short, Biography            ",malayalam
44188,tt0268517,Paadasaram,1978,-,-,-,-,malayalam
44221,tt0281763,Daivathinte Makan,2000,141 min,4.2,70,"Comedy, Musical            ",malayalam
44224,tt14527606,M.G. Sreekumar & Sujatha Mohan: Oru Kathilola Njan,2004 Video,6 min,-,-,"Short, Music            ",malayalam
44233,tt0252226,Alphonsa,1952,-,-,-,-,malayalam
44238,tt0291740,Ayitham,1987,140 min,6.9,27,Drama            ,malayalam
44245,tt5356300,James and Alice,2016,166 min,6.4,639,"Drama, Family            ",malayalam
44246,tt0352915,Theruvu Narthaki,1988,71 min,-,-,-,malayalam
44247,tt0246945,Sphodanam,1981,-,6.7,7,-,malayalam
44254,tt0246737,Kochu Themmadi,1986,-,8.1,56,Drama            ,malayalam
44261,tt0355579,Ishtadanam,1997,-,4.6,12,"Comedy, Romance            ",malayalam
44270,tt0255141,English Medium,1999,-,6.3,57,"Comedy, Drama            ",malayalam
44273,tt0156844,Nirakudam,1977,-,5.5,11,-,malayalam
44284,tt1711471,Elsamma Enna Aankutty,2010,-,6.2,314,"Comedy, Drama            ",malayalam
44295,tt0356467,Chirikkudukka,2002,-,3.3,18,"Comedy, Drama, Romance            ",malayalam
44300,tt10339784,Kumkumapoovu,2011–2014,-,7.5,6,Drama            ,malayalam
44301,tt0351389,Mainakam,1984,144 min,-,-,"Action, Drama            ",malayalam
44305,tt0275301,Dhooramarigey,1980,-,-,-,-,malayalam
44311,tt2368768,Mr. Marumakan,2012,110 min,3.2,243,Comedy            ,malayalam
44327,tt6682692,Breath,III 2017,10 min,-,-,"Short, Drama            ",malayalam
44345,tt0273257,Harthal,1998,141 min,-,-,-,malayalam
44347,tt7709860,Sadrishavakyam 24:29,2017,128 min,4.6,16,"Crime, Drama            ",malayalam
44348,tt0324004,Sneha,2001,-,-,-,Drama            ,malayalam
44351,tt0353384,Ezhara Ponnana,1992,117 min,3.8,21,"Comedy, Drama, Romance            ",malayalam
44356,tt0267361,Champalakadu,1982,113 min,4.8,5,-,malayalam
44365,tt0255664,Ustaad,1999,165 min,6.5,485,"Action, Drama, Thriller            ",malayalam
44368,tt10287826,In the Field,2019,-,-,-,Short            ,malayalam
44370,tt4887668,To Noora with Love,2014,-,5.2,24,"Drama, Romance            ",malayalam
44378,tt6789174,Velipadinte Pusthakam,2017,157 min,4.7,"1,338","Action, Comedy, Drama            ",malayalam
44390,tt1327926,Gulmohar,2008,-,6.8,80,Drama            ,malayalam
44394,tt0333482,Gangothri,1997,-,4.4,15,-,malayalam
44396,tt5448766,Ithu Thaanda Police,2016,124 min,3.1,151,Comedy            ,malayalam
44400,tt0305723,Kazhakam,1995,95 min,7.2,5,Drama            ,malayalam
44419,tt0344530,Visham,1981,-,-,-,-,malayalam
44438,tt8844536,Issacinte Kadhakal,2019,-,-,-,Romance            ,malayalam
44446,tt0154178,Aaina,1977,150 min,6.9,91,Drama            ,malayalam
44455,tt0254459,Kaanatha Veshangal,1967,-,-,-,-,malayalam
44456,tt0352177,Arjun Dennis,1988,-,-,-,-,malayalam
44458,tt0352970,Venalkkala Vasathy,1988,-,-,-,-,malayalam
44471,tt0282201,Thomashleeha,1975,144 min,-,-,-,malayalam
44479,tt0269515,Manithali,1984,-,-,-,-,malayalam
44480,tt0237542,Parampara,1990,-,5.4,46,"Drama, Thriller            ",malayalam
44492,tt0276259,Kottappurathe Koottukudumbam,1997,-,4.7,20,"Comedy, Drama            ",malayalam
44502,tt14497866,Haricharan: Lailakame,2016 Video,4 min,-,-,"Short, Music            ",malayalam
44509,-,Neeyillathe,,104 min,-,-,"Drama, Romance            ",malayalam
44512,tt0333723,Kayalum Karayum,1979,-,-,-,-,malayalam
44515,tt0271773,Sarovaram,1993,-,5.5,17,-,malayalam
44532,tt0256861,Kootu Kudumbam,1969,-,-,-,-,malayalam
44539,tt0332714,Neeyo Njaano,1979,-,-,-,-,malayalam
44554,tt0254486,Kattu Pookkal,1965,-,-,-,-,malayalam
44558,tt0351192,Kudumbam Oru Swargam Bharya Oru Devatha,1984,-,-,-,-,malayalam
44578,tt0271594,Kaveri,1986,103 min,7.2,20,Drama            ,malayalam
44579,tt1844016,Rathinirvedam,2011,125 min,5.0,135,Drama            ,malayalam
44583,tt6355292,Night Muller,2015,-,-,-,"Short, Comedy            ",malayalam
44598,tt8120336,All that glitters and swims,1996,-,-,-,"Short, Crime            ",malayalam
44600,tt2571418,Sheelabathi,2005,120 min,5.0,5,Drama            ,malayalam
44603,tt11651550,Operation Java,2021,146 min,8.0,467,"Crime, Drama, Thriller            ",malayalam
44604,tt0315780,Anugraham,1977,-,-,-,-,malayalam
44607,tt3969132,Buddhanum Chaplinum Chirikkunnu,2016,109 min,-,-,"Drama, Family            ",malayalam
44616,tt0258264,Triveni,1970,139 min,6.6,13,-,malayalam
44626,tt2903778,Dracula 2012,2013,137 min,1.9,102,Horror            ,malayalam
44634,tt0155616,Chilampu,1986,-,6.6,27,"Crime, Drama, Romance            ",malayalam
44640,tt0269110,Coolie,II 1983,134 min,6.6,5,-,malayalam
44643,tt0255685,Viruthan Sanku,1968,135 min,6.5,6,-,malayalam
44645,-,Naaradhan,,-,-,-,Thriller            ,malayalam
44652,tt0352672,Onnam Manam Poomanam,1987,95 min,-,-,-,malayalam
44656,tt0343142,Varafalam,1994,-,5.7,33,Comedy            ,malayalam
44660,tt0258887,Poonthenaruvi Chuvannu,1991,-,-,-,-,malayalam
44665,tt0357462,Bamboo Boys,2002,-,3.9,86,Comedy            ,malayalam
44703,tt6227192,Sexy Durga,2017,85 min,6.0,432,"Drama, Fantasy, Horror            ",malayalam
44715,tt1433543,Passenger,2009,118 min,7.3,734,"Drama, Thriller            ",malayalam
44765,tt11122472,Mr. Pavanayi 99.99,2019,110 min,-,-,Comedy            ,malayalam
44782,tt0347714,Oru Nimisham Tharu,1984,103 min,-,-,-,malayalam
44786,tt11295984,Bhoomiyile Manohara Swakaryam,2020,134 min,6.0,33,"Drama, Romance            ",malayalam
44793,tt0480892,Cineastas contra magnates,2005,97 min,7.3,147,"Documentary, Biography            ",malayalam
44800,tt0331352,Swattu,1980,-,-,-,-,malayalam
44805,tt0353951,Rishi,1992,-,-,-,-,malayalam
44807,-,Soch,2021,-,-,-,Thriller            ,malayalam
44811,tt0255660,Udayapuram Sulthan,1999,-,5.4,145,"Comedy, Drama            ",malayalam
44827,-,Peace,II 2021,-,-,-,"Comedy, Crime, Drama            ",malayalam
44831,tt0402362,Margam,2003,108 min,7.9,13,Drama            ,malayalam
44835,tt0254229,Cochin Express,1967,-,6.5,20,"Crime, Mystery            ",malayalam
44840,tt0246451,Bandhanam,1978,105 min,-,-,-,malayalam
44843,tt0255178,Friends,1999,150 min,7.5,839,"Comedy, Drama            ",malayalam
44866,tt13546148,Namukku Parkkuvan Munthirithoppukal,2020– ,22 min,-,-,Drama            ,malayalam
44867,tt3744080,CR No: 89,2013,-,6.9,65,"Crime, Drama            ",malayalam
44874,tt0315746,Adima Changala,1981,-,-,-,Drama            ,malayalam
44879,tt0359791,Paavam Krooran,1984,-,4.4,5,"Crime, Drama            ",malayalam
44898,tt0355735,Manasam,1997,-,3.5,8,"Comedy, Drama, Romance            ",malayalam
44906,tt6344742,En vazhi Cinema vazhi,2016,28 min,7.5,17,"Short, Drama            ",malayalam
44914,tt0481053,Agninakshathram,2004,136 min,3.0,52,"Action, Horror, Thriller            ",malayalam
44935,tt8209566,Nayana,2014,150 min,-,-,Drama            ,malayalam
44947,tt3675896,Unto the Dusk,2015,119 min,7.0,41,Drama            ,malayalam
44953,-,Mariyam Tailors,,-,-,-,Comedy            ,malayalam
44965,tt2364969,Uppukandam Brothers Back in Action,2011,137 min,2.5,23,Action            ,malayalam
44966,tt6232742,Neermaathalathinte Pookkal/Flowers of Neermaathalam,2006 TV Movie,-,-,-,Fantasy            ,malayalam
44980,tt0269063,Chakkarayumma,1984,-,-,-,-,malayalam
44989,-,Locals,2021,-,-,-,Comedy            ,malayalam
44994,tt0268391,Ithanente Vazhi,1978,-,-,-,-,malayalam
44995,tt0269518,Mansoru Maha Samudram,1983,-,-,-,-,malayalam
44999,tt0186823,Angikaram,1977,102 min,4.1,8,Drama            ,malayalam
45002,tt0353453,First Bell,1992,113 min,5.4,41,Comedy            ,malayalam
45003,tt12214706,Mizhi,2020,-,-,-,"Short, Music            ",malayalam
45014,-,Oru Nalpathukaarante Irupathonnukaari,2021,-,-,-,Romance            ,malayalam
45015,tt1426317,Ayudham,2008,-,3.3,31,Action            ,malayalam
45026,tt0281714,Chattambi Kalyani,1975,-,7.0,6,-,malayalam
45033,tt2254124,Thatsamayam Oru Penkutty,2012,172 min,3.7,92,Drama            ,malayalam
45041,tt0266247,Amarsham,1978,-,-,-,-,malayalam
45048,-,Vilayath Budha,2021,-,-,-,Drama            ,malayalam
45061,tt0277128,Manase,1973,-,-,-,-,malayalam
45062,tt6399878,Paathi: the Half,2017,91 min,6.1,32,"Drama, Horror            ",malayalam
45070,tt4541266,Seconds,2014,102 min,5.7,117,"Mystery, Thriller            ",malayalam
45071,tt0355170,Aattuvela,1997,-,-,-,-,malayalam
45077,tt8941440,Virus,I 2019,152 min,7.9,"4,211","Drama, Thriller            ",malayalam
45079,tt14266662,Cabin,2021,-,-,-,Action            ,malayalam
45081,tt0266501,Eeta,1978,119 min,6.7,23,"Action, Drama, Romance            ",malayalam
45101,tt0273240,Glorya Fernandes from USA,1998,-,3.8,11,-,malayalam
45109,tt4472020,Fireman,2015,118 min,5.8,881,"Action, Adventure, Thriller            ",malayalam
45110,tt0288780,Punarjanmam,1972,-,6.9,7,Drama            ,malayalam
45114,tt5115424,Lokha Samastha,2015,112 min,3.0,7,Drama            ,malayalam
45119,tt0078961,Cheriyachante Kroora Krithyangal,1979,107 min,6.3,21,-,malayalam
45123,tt1867035,Race,2011,150 min,4.0,81,Drama            ,malayalam
45132,tt10132884,Platform No.1,2019,-,-,-,"Documentary, Short            ",malayalam
45138,tt12828580,Senior Mandrake,2010,151 min,3.1,9,Comedy            ,malayalam
45142,tt8282830,Ambili,2019,140 min,7.0,"1,219","Adventure, Comedy, Drama            ",malayalam
45145,tt0356900,Mohaswapnam,2002,-,-,-,-,malayalam
45150,tt10638320,Black Coffee,2021,142 min,5.1,67,Comedy            ,malayalam
45186,tt0352714,Pidikittapullui,1986,-,-,-,-,malayalam
45194,tt0255670,Varnatheru,1999,-,-,-,-,malayalam
45211,tt10717738,Anjaam Pathiraa,2020,144 min,8.0,"4,646","Crime, Mystery, Thriller            ",malayalam
45217,tt0255442,Olympiyan Anthony Adam,1999,-,6.5,499,"Crime, Thriller            ",malayalam
45232,tt7194462,Padhaswaram,2017,-,-,-,"Short, Family            ",malayalam
45244,tt4295566,Cousins,I 2014,133 min,3.3,183,Comedy            ,malayalam
45246,tt1863334,Nadakame Ulakam,2011,127 min,3.7,28,Comedy            ,malayalam
45249,tt0252086,Vishnu,1994,150 min,5.6,69,"Action, Crime, Drama            ",malayalam
45252,tt0393147,Chathikkatha Chanthu,2004,-,6.9,517,"Comedy, Drama            ",malayalam
45270,tt14111092,Aliyan,2020,-,-,-,"Short, Drama            ",malayalam
45284,tt7158356,Minimolude Achhan,2014,128 min,5.3,15,"Drama, Mystery            ",malayalam
45286,tt13310960,Kulamkuthikal,2014,-,-,-,Drama            ,malayalam
45301,tt0254502,Koottukar,1966,-,-,-,-,malayalam
45316,tt0214500,Attakkalasam,1983,134 min,6.4,25,"Action, Drama            ",malayalam
45321,tt0356803,Kunjikkoonan,2002,120 min,6.5,398,"Comedy, Drama, Romance            ",malayalam
45341,tt11866640,Iyer in Pakistan,2020,-,-,-,Drama            ,malayalam
45356,tt0072352,Uttarayanam,1974,117 min,6.7,29,Drama            ,malayalam
45359,tt8409572,GB 25,2017,12 min,8.3,23,"Short, Horror, Mystery            ",malayalam
45364,tt10815984,Upariplavam,2013,4 min,-,-,Short            ,malayalam
45372,tt0230003,Aranyakam,1988,-,6.6,100,"Crime, Drama, Thriller            ",malayalam
45385,tt0317444,Ethikkara Pakky,1980,143 min,5.1,16,"Animation, Drama            ",malayalam
45398,tt9008968,Ulta,2019,123 min,6.8,744,Comedy            ,malayalam
45406,tt0377994,Gramaphone,2003,145 min,6.6,272,"Comedy, Drama, Musical            ",malayalam
45430,tt12336534,Budhiparamaaya Neekkam,2015,-,-,-,Romance            ,malayalam
45433,tt0357829,Kalyanaraman,2002,126 min,7.7,"1,171","Comedy, Drama            ",malayalam
45441,tt0351444,Niraparaadhi,1984,139 min,-,-,Drama            ,malayalam
45442,tt0355937,Rajakeeyam,1995,-,-,-,-,malayalam
45443,tt0353720,Master Plan,1991,-,-,-,-,malayalam
45462,-,Vazhiye,,-,-,-,"Horror, Mystery, Thriller            ",malayalam
45464,tt0268932,Angadikkappurath,1985,155 min,6.9,10,-,malayalam
45493,tt0355419,Eni Oru Pranayakatha,1995,-,-,-,-,malayalam
45502,tt0282158,Shanku Pushpam,1977,-,-,-,-,malayalam
45507,tt0353412,Ente Ponnu Thampuran,1992,-,2.8,9,"Comedy, Romance            ",malayalam
45522,tt0277383,Thottavadi,1973,-,-,-,-,malayalam
45533,tt5578722,Pinneyum,2016,122 min,7.1,89,"Drama, Family, Romance            ",malayalam
45540,tt0827770,Junior Senior,2005,-,2.8,84,"Comedy, Drama            ",malayalam
45548,tt8841582,Kanneerinum madhuram,2012,120 min,-,-,Romance            ,malayalam
45561,tt6362552,Atar Mass 2019,2017,-,6.8,26,"Action, Romance, Sci-Fi            ",malayalam
45562,tt1815633,Casanovva,2012,169 min,3.5,608,"Action, Romance            ",malayalam
45564,tt0257989,Oru Penninte Katha,1971,147 min,8.2,6,-,malayalam
45565,tt11948912, Bigg Boss,2018– ,72 min,-,-,"Game-Show, Reality-TV            ",malayalam
45579,tt0254962,Angene Oru Avadhikkalathu,1999,129 min,5.7,50,"Comedy, Drama, Romance            ",malayalam
45582,tt0108490,Vidheyan,1994,112 min,8.3,854,Drama            ,malayalam
45586,tt14434104,Kattile Chinthakan,2015,-,-,-,Drama            ,malayalam
45595,tt8029242,Kunju Daivam,2018,153 min,7.7,284,Drama            ,malayalam
45596,tt0275695,Special Squad,1995,-,-,-,-,malayalam
45625,tt0254938,Agni Pareeksha,1968,-,-,-,-,malayalam
45627,tt0313274,Bharya Vijayam,1977,-,-,-,-,malayalam
45629,tt14480590,Chila Sankethika Kaaranangalal,2021,78 min,-,-,Comedy            ,malayalam
45636,tt0867396,Palunku,2006,-,6.4,277,Drama            ,malayalam
45643,tt0353343,Daivasahayam Lucky Centre,1991,-,-,-,-,malayalam
45652,tt0240777,Ollavum Theeravum,1969,120 min,8.0,19,Drama            ,malayalam
45660,tt0292164,Oru Kochu Swapnam,1984,124 min,6.5,8,-,malayalam
45664,tt12088384,Mashi,2020,-,-,-,"Crime, Drama, Thriller            ",malayalam
45666,tt0278639,Pournami Raavil,1985,-,-,-,-,malayalam
45667,tt0275260,Chorakku Chora,1985,-,-,-,-,malayalam
45678,tt0356781,Kanmashi,2002,-,3.6,20,Romance            ,malayalam
45681,tt6106108,Vikalpam,2016,-,-,-,Drama            ,malayalam
45691,tt2901062,Puthiya Theerangal,2012,128 min,4.8,131,"Comedy, Drama            ",malayalam
45696,tt0400572,Kavitha,2003,-,-,-,Comedy            ,malayalam
45698,tt0333206,Cancerum Laingeekia Rogangalum,1981,-,-,-,-,malayalam
45701,tt1997512,Raama Raavanan,2010,116 min,5.1,10,Drama            ,malayalam
45706,-,Kunjeldho,,129 min,-,-,Comedy            ,malayalam
45725,tt2061650,Doctor Love,2011,155 min,5.0,173,Romance            ,malayalam
45740,-,Aadu Jeevitham,2022,-,-,-,"Adventure, Biography, Drama            ",malayalam
45750,-,Blue,XIII,-,-,-,-,malayalam
45779,tt11363288,916 Viswasam,2013,-,-,-,Short            ,malayalam
45783,tt13709314,Swapnam,2006,160 min,-,-,Drama            ,malayalam
45788,tt0275259,Choodatha Pookal,1985,-,-,-,-,malayalam
45789,tt0481237,Thudakkam,2004,-,-,-,-,malayalam
45799,tt4273144,Kapila,2014,62 min,7.6,9,"Documentary, Biography, Music            ",malayalam
45825,tt12402646,Uthenge Hum - We will Rise,2020,-,-,-,Documentary            ,malayalam
45826,tt10039014,Old Is Gold,2019,136 min,6.8,6,"Comedy, Drama            ",malayalam
45833,tt0332560,Agni Parvatham,1979,-,-,-,-,malayalam
45834,-,Pallichattambi,,-,-,-,"Action, Thriller            ",malayalam
45838,tt0259251,Chillu,1982,-,4.2,9,"Drama, Romance            ",malayalam
45847,tt0256251,Padicha Kallan,1969,-,-,-,-,malayalam
45857,tt10452480,Kettiyollaanu Ente Maalakha,2019,135 min,7.6,"1,497","Comedy, Drama            ",malayalam
45869,tt3330482,Up & Down: Mukalil Oralundu!,2013,115 min,5.1,73,Thriller            ,malayalam
45876,tt0275508,Mazhakkala Megham,1985,-,-,-,-,malayalam
45880,tt9789670,Porinju Mariyam Jose,2019,148 min,6.9,975,"Action, Comedy, Drama            ",malayalam
45886,tt14149720,M-24,2021,22 min,-,-,"Short, Drama            ",malayalam
45895,tt0155502,Anveshichu Kandethiyilla,1967,150 min,6.8,6,-,malayalam
45900,tt0354156,Varana Malyam,1994,-,-,-,-,malayalam
45918,tt4313942,Virgin Road,2014,22 min,-,-,"Short, Drama            ",malayalam
45920,tt1820446,Four Friends,2010,156 min,3.7,218,Drama            ,malayalam
45921,tt0279268,Night Duty,1974,-,-,-,Drama            ,malayalam
45927,tt13150132,Dreaming of Words,2021,60 min,-,-,"Documentary, Biography            ",malayalam
45931,tt0355773,Mimics Super 1000,1996,-,5.3,20,-,malayalam
45935,-,Karachi 81,2021,-,-,-,"Action, Drama, Thriller            ",malayalam
45937,-,Paappan,,-,-,-,Action            ,malayalam
45938,tt7523010,Koode,2018,155 min,7.6,"2,008","Drama, Fantasy            ",malayalam
45941,tt2089788,Sandwich,II 2011,-,2.2,43,Comedy            ,malayalam
45947,tt1430074,Bhoomi Malayalam,2009,89 min,6.8,20,Drama            ,malayalam
45951,tt1034414,Sooryan,2007,-,3.5,20,"Drama, Musical            ",malayalam
45971,tt0334083,Pappu,1980,143 min,-,-,-,malayalam
45973,-,Anveshippin Kandethum,,-,-,-,Drama            ,malayalam
45978,-,Sthree Oru Santhwanam,,-,-,-,-,malayalam
45984,tt0282800,Ningalil Oru Sthree,1984,-,-,-,-,malayalam
45993,tt0333103,Asthamikkatha Pakalukal,1981,133 min,-,-,-,malayalam
45997,tt2175672,Spirit,I 2012,165 min,7.5,"1,824","Comedy, Drama            ",malayalam
45999,tt0353410,Ennodishtam Koodamo,1992,-,5.4,23,"Comedy, Romance            ",malayalam
46016,tt0352689,Paka Varuthya Vina,1986,-,-,-,Musical            ,malayalam
46043,tt0314349,Mahayanam,1989,141 min,7.1,114,"Action, Drama            ",malayalam
46050,tt0271772,Sanghnadam,1988,-,-,-,-,malayalam
46051,tt0257814,Jeevitha Samaram,1971,-,-,-,-,malayalam
46074,tt9877648,Daivam Sakshi,2019,103 min,1.9,15,Drama            ,malayalam
46091,tt13842050,Deenam,2020,-,-,-,"Short, Thriller            ",malayalam
46098,tt0318360,Choothattam,1981,-,7.1,12,-,malayalam
46106,tt0279201,Love Letter,1975,-,-,-,-,malayalam
46112,tt1988774,Salt n' Pepper,2011,118 min,7.4,"1,800","Comedy, Drama, Romance            ",malayalam
46117,tt6139916,Kukkiliyar,2015,-,-,-,Drama            ,malayalam
46138,tt6227172,Athisayalokam,2001 Video,19 min,-,-,"Short, Fantasy            ",malayalam
46140,tt12709382,Conscience 2,2018,-,-,-,"Short, Drama            ",malayalam
46152,tt0292244,Soorya Gayathri,1992,110 min,6.6,126,"Drama, Musical            ",malayalam
46154,tt0282513,The Gang,2000,-,-,-,"Musical, Action, Thriller            ",malayalam
46157,tt3502488,Oru Indian Pranayakatha,2013,150 min,6.7,"1,244","Drama, Romance            ",malayalam
46164,tt9332654,Pen Masala,2018,118 min,-,-,Drama            ,malayalam
46177,tt2133191,Beautiful,II 2011,120 min,7.5,843,"Biography, Drama, Family            ",malayalam
46183,tt8125302,60sec x 60yrs,2018,1 min,-,-,Short            ,malayalam
46189,tt4257014,Virus,2007,-,-,-,Family            ,malayalam
46197,tt0215376,Yavanika,1982,147 min,7.9,667,"Drama, Mystery            ",malayalam
46208,tt0333091,Aranjaanam,1982,-,-,-,-,malayalam
46211,tt1598547,Ividam Swargamanu,2009,150 min,7.2,984,Drama            ,malayalam
46217,-,Love Lock,2021,-,-,-,Thriller            ,malayalam
46218,tt0333857,Makara Vilakku,1980,-,-,-,-,malayalam
46220,-,Jinn,III,-,-,-,Horror            ,malayalam
46229,tt0429683,Black,I 2004,130 min,6.4,430,"Action, Thriller, Crime            ",malayalam
46245,tt1821682,Traffic,2011,122 min,8.1,"4,271","Action, Adventure, Mystery            ",malayalam
46255,tt0257813,Jeevikkan Anuvadhikuka,1967,170 min,-,-,-,malayalam
46257,tt10500200,Omana Thinkal Kidavo,2018,32 min,-,-,"Short, Drama            ",malayalam
46277,tt0355328,Churam,1997,-,5.5,36,"Crime, Drama, Romance            ",malayalam
46280,tt0213767,Kavya Mela,1965,138 min,5.9,10,-,malayalam
46282,-,Lalitham Sundharam,,-,-,-,Romance            ,malayalam
46300,tt0319257,Darling,2001,-,-,-,-,malayalam
46311,tt0216300,Thrishna,1981,-,8.0,34,"Drama, Romance            ",malayalam
46316,tt12332450,The Unsung Heroes,2017,30 min,-,-,"Short, Documentary            ",malayalam
46324,tt0274159,Thattakam,1998,106 min,-,-,-,malayalam
46328,tt0257828,Kalithozhi,1971,-,-,-,-,malayalam
46334,tt6942450,Lechmi,2017,150 min,4.8,38,"Comedy, Crime, Horror            ",malayalam
46339,tt0272319,Thannal,1978,-,-,-,-,malayalam
46343,tt11417480,In the Wake,2019,12 min,-,-,"Documentary, Short            ",malayalam
46352,tt0352533,Love Story,1986,-,-,-,-,malayalam
46355,tt1511437,Mulla,2008,138 min,4.6,164,Drama            ,malayalam
46356,tt8841756,Muppathu Vellikkasu,2014,150 min,-,-,History            ,malayalam
46363,tt0355167,Aadyathe Kanmani,1995,155 min,6.5,168,"Comedy, Drama            ",malayalam
46367,tt0353508,Gothram,1994,-,-,-,-,malayalam
46373,tt0277779,Kattathoru Penpoovu,1998,-,5.5,8,-,malayalam
46374,tt0352189,Avalude Katha,1987,-,-,-,-,malayalam
46379,tt8056080,Moonam Niyamam,2018,105 min,4.7,12,"Crime, Horror, Thriller            ",malayalam
46382,tt11502858,Gautham Buddha,2018,-,-,-,"Short, Mystery            ",malayalam
46392,tt1855389,The Metro,2011,150 min,4.8,71,"Action, Thriller            ",malayalam
46393,tt13998514,Detox,2021,10 min,-,-,"Short, Comedy            ",malayalam
46408,tt6958610,Vacation,III 2015,-,-,-,"Short, Drama            ",malayalam
46419,tt0255677,Velutha Kathreena,1968,-,-,-,-,malayalam
46431,tt0282660,Kinnara Thumbikal,2000,89 min,6.1,55,"Drama, Romance            ",malayalam
46435,-,Marakkar: Lion of the Arabian Sea,2021,181 min,-,-,"Action, Drama, History            ",malayalam
46437,tt1754332,Paappi Appachaa,2010,161 min,4.9,202,"Comedy, Drama            ",malayalam
46457,tt0254752,Santhi Nivas,1962,-,-,-,-,malayalam
46461,tt0353880,Pidakkozhi Koovunna Noottandu,1994,-,5.6,92,Comedy            ,malayalam
46467,tt1352712,Heylassa,2009,132 min,2.5,78,Comedy            ,malayalam
46470,tt0267577,Innalenkil Nale,1982,-,-,-,-,malayalam
46479,tt0357536,Chathurangam,2002,149 min,3.0,198,"Action, Drama, Thriller            ",malayalam
46480,tt0240451,Darshanam,1973,-,-,-,-,malayalam
46496,tt0359527,Kaalan,1984,-,-,-,-,malayalam
46497,tt0278946,Aramana Rahasyam,1974,-,-,-,-,malayalam
46505,tt5908806,Swarna Kaduva,2016,148 min,5.2,195,Comedy            ,malayalam
46510,-,Praayam,,-,-,-,-,malayalam
46512,tt0353645,Kunjikkuruvi,1992,-,-,-,-,malayalam
46527,tt2271147,Aazhakadal,2011,153 min,-,-,Drama            ,malayalam
46537,tt0320126,Nagaravadhu,2001,-,2.6,14,"Action, Crime, Drama            ",malayalam
46538,tt5439762,Maanasaandarapetta Yezdi,2016,138 min,6.4,25,"Comedy, Drama            ",malayalam
46542,tt9372626,Kallachirippu,2018,-,7.7,90,Thriller            ,malayalam
46552,tt0253961,Yaro Oraal,1978,111 min,-,-,-,malayalam
46561,tt0288302,Venalil Oru Mazha,1979,136 min,6.8,5,-,malayalam
46572,tt0279090,Gajakesariyogam,1990,-,6.8,82,Comedy            ,malayalam
46573,tt0234418,Panchavan Kadu,1971,-,-,-,-,malayalam
46584,tt7484164,Hello Dubaikkaran,2017,142 min,7.3,23,Comedy            ,malayalam
46586,tt10334416,Bharya,2016– ,-,-,-,-,malayalam
46587,tt0353912,Premotsavam,1991,-,-,-,-,malayalam
46588,tt0281621,Ayalkari,1976,-,-,-,-,malayalam
46605,tt1820643,Sakudumbam Shyamala,2010,138 min,4.6,80,Comedy            ,malayalam
46609,-,Theerppu,,-,-,-,Thriller            ,malayalam
46644,tt13135754,Pupa - A Reverie of Rebirth,2020,11 min,-,-,"Short, Drama            ",malayalam
46645,tt0352145,Agni Muhurtham,1987,-,-,-,-,malayalam
46655,tt6331518,The Pervert's Puzzle,2016,16 min,8.6,5,"Short, Thriller            ",malayalam
46659,tt0277766,Jesus,1973,121 min,6.2,19,"Drama, Fantasy, History            ",malayalam
46668,tt6944604,Saira,2007,95 min,-,-,Drama            ,malayalam
46670,tt0353908,Prathakshinam,1994,-,-,-,-,malayalam
46681,tt10295076,Prakashante Metro,2019,110 min,-,-,Comedy            ,malayalam
